dteday,season,year,month,hours,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,humidity_category,category_days
2011-10-09,Winter,2011,Oct,12,No Holiday,Sunday,Clear,0.64,0.6212,44.0,0.0896,212,243,455,Terlalu kering,weekend
2011-10-09,Winter,2011,Oct,13,No Holiday,Sunday,Clear,0.66,0.6212,44.0,0.0896,225,193,418,Terlalu kering,weekend
2011-10-09,Winter,2011,Oct,14,No Holiday,Sunday,Clear,0.68,0.6364,47.0,0.1642,272,228,500,Ideal,weekend
2011-10-09,Winter,2011,Oct,15,No Holiday,Sunday,Clear,0.68,0.6364,51.0,0.1642,198,209,407,Ideal,weekend
2011-10-09,Winter,2011,Oct,16,No Holiday,Sunday,Clear,0.66,0.6212,50.0,0.1343,223,247,470,Ideal,weekend
2011-10-09,Winter,2011,Oct,17,No Holiday,Sunday,Clear,0.62,0.6061,61.0,0.1045,208,230,438,Ideal,weekend
2011-10-09,Winter,2011,Oct,18,No Holiday,Sunday,Clear,0.64,0.6212,50.0,0.1045,186,228,414,Ideal,weekend
2011-10-09,Winter,2011,Oct,19,No Holiday,Sunday,Clear,0.56,0.5303,73.0,0.0896,116,186,302,Terlalu Lembab,weekend
2011-10-09,Winter,2011,Oct,20,No Holiday,Sunday,Clear,0.56,0.5303,73.0,0.1045,59,134,193,Terlalu Lembab,weekend
2011-10-09,Winter,2011,Oct,21,No Holiday,Sunday,Clear,0.54,0.5152,83.0,0.1045,53,120,173,Terlalu Lembab,weekend
2011-10-09,Winter,2011,Oct,22,No Holiday,Sunday,Misty,0.52,0.5,94.0,0.0,48,104,152,Terlalu Lembab,weekend
2011-10-09,Winter,2011,Oct,23,No Holiday,Sunday,Clear,0.5,0.4848,88.0,0.1045,38,85,123,Terlalu Lembab,weekend
2011-10-10,Winter,2011,Oct,0,Holiday,Monday,Clear,0.5,0.4848,94.0,0.0,11,42,53,Terlalu Lembab,weekdays
2011-10-10,Winter,2011,Oct,1,Holiday,Monday,Clear,0.48,0.4697,88.0,0.0,4,30,34,Terlalu Lembab,weekdays
2011-10-10,Winter,2011,Oct,2,Holiday,Monday,Clear,0.48,0.4697,88.0,0.0,4,15,19,Terlalu Lembab,weekdays
2011-10-10,Winter,2011,Oct,3,Holiday,Monday,Clear,0.46,0.4545,88.0,0.0,2,9,11,Terlalu Lembab,weekdays
2011-10-10,Winter,2011,Oct,4,Holiday,Monday,Clear,0.46,0.4545,94.0,0.0,2,4,6,Terlalu Lembab,weekdays
2011-10-10,Winter,2011,Oct,5,Holiday,Monday,Clear,0.46,0.4545,94.0,0.0,2,19,21,Terlalu Lembab,weekdays
2011-10-10,Winter,2011,Oct,6,Holiday,Monday,Clear,0.44,0.4394,94.0,0.0,5,39,44,Terlalu Lembab,weekdays
2011-10-10,Winter,2011,Oct,7,Holiday,Monday,Clear,0.46,0.4545,88.0,0.0,12,102,114,Terlalu Lembab,weekdays
2011-10-10,Winter,2011,Oct,8,Holiday,Monday,Clear,0.52,0.5,83.0,0.0,27,227,254,Terlalu Lembab,weekdays
2011-10-10,Winter,2011,Oct,9,Holiday,Monday,Clear,0.54,0.5152,77.0,0.0,58,161,219,Terlalu Lembab,weekdays
2011-10-10,Winter,2011,Oct,10,Holiday,Monday,Clear,0.56,0.5303,73.0,0.1642,107,158,265,Terlalu Lembab,weekdays
2011-10-10,Winter,2011,Oct,11,Holiday,Monday,Clear,0.62,0.6061,69.0,0.0896,139,183,322,Terlalu Lembab,weekdays
2011-10-10,Winter,2011,Oct,12,Holiday,Monday,Misty,0.7,0.6515,48.0,0.0896,164,201,365,Ideal,weekdays
2011-10-10,Winter,2011,Oct,13,Holiday,Monday,Clear,0.72,0.6515,37.0,0.0,146,219,365,Terlalu kering,weekdays
2011-10-10,Winter,2011,Oct,14,Holiday,Monday,Clear,0.74,0.6515,37.0,0.0,147,223,370,Terlalu kering,weekdays
2011-10-10,Winter,2011,Oct,15,Holiday,Monday,Misty,0.72,0.6515,42.0,0.1045,130,254,384,Terlalu kering,weekdays
2011-10-10,Winter,2011,Oct,16,Holiday,Monday,Misty,0.7,0.6364,45.0,0.0896,154,248,402,Ideal,weekdays
2011-10-10,Winter,2011,Oct,17,Holiday,Monday,Misty,0.66,0.6212,54.0,0.1045,125,334,459,Ideal,weekdays
2011-10-10,Winter,2011,Oct,18,Holiday,Monday,Misty,0.64,0.6212,53.0,0.0,108,365,473,Ideal,weekdays
2011-10-10,Winter,2011,Oct,19,Holiday,Monday,Misty,0.58,0.5455,78.0,0.0896,69,267,336,Terlalu Lembab,weekdays
2011-10-10,Winter,2011,Oct,20,Holiday,Monday,Clear,0.6,0.5909,73.0,0.0,37,188,225,Terlalu Lembab,weekdays
2011-10-10,Winter,2011,Oct,21,Holiday,Monday,Clear,0.56,0.5303,88.0,0.0896,27,148,175,Terlalu Lembab,weekdays
2011-10-10,Winter,2011,Oct,22,Holiday,Monday,Clear,0.56,0.5303,88.0,0.0896,22,104,126,Terlalu Lembab,weekdays
2011-10-10,Winter,2011,Oct,23,Holiday,Monday,Misty,0.54,0.5152,88.0,0.1045,12,63,75,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,0,No Holiday,Tuesday,Misty,0.54,0.5152,88.0,0.0,14,16,30,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,1,No Holiday,Tuesday,Misty,0.52,0.5,94.0,0.0896,2,9,11,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,2,No Holiday,Tuesday,Misty,0.52,0.5,94.0,0.1343,1,4,5,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,3,No Holiday,Tuesday,Misty,0.52,0.5,88.0,0.1045,2,1,3,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,4,No Holiday,Tuesday,Misty,0.52,0.5,88.0,0.1343,0,5,5,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,5,No Holiday,Tuesday,Misty,0.52,0.5,88.0,0.0,0,20,20,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,6,No Holiday,Tuesday,Clear,0.52,0.5,83.0,0.0896,9,114,123,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,7,No Holiday,Tuesday,Misty,0.52,0.5,88.0,0.0896,19,333,352,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,8,No Holiday,Tuesday,Misty,0.56,0.5303,83.0,0.1045,31,375,406,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,9,No Holiday,Tuesday,Misty,0.6,0.5909,69.0,0.0,40,195,235,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,10,No Holiday,Tuesday,Misty,0.6,0.5909,69.0,0.1343,38,111,149,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,11,No Holiday,Tuesday,Misty,0.6,0.5909,73.0,0.1642,31,92,123,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,12,No Holiday,Tuesday,Misty,0.6,0.5909,73.0,0.1642,51,130,181,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,13,No Holiday,Tuesday,Misty,0.6,0.5909,73.0,0.194,42,138,180,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,14,No Holiday,Tuesday,Light_rainsnow,0.6,0.5909,73.0,0.1045,54,117,171,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,15,No Holiday,Tuesday,Misty,0.6,0.5758,78.0,0.1642,36,139,175,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,16,No Holiday,Tuesday,Misty,0.6,0.5909,73.0,0.1642,63,257,320,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,17,No Holiday,Tuesday,Misty,0.6,0.5758,78.0,0.2537,70,534,604,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,18,No Holiday,Tuesday,Misty,0.6,0.5758,78.0,0.2239,46,493,539,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,19,No Holiday,Tuesday,Misty,0.58,0.5455,83.0,0.2239,33,285,318,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,20,No Holiday,Tuesday,Misty,0.58,0.5455,83.0,0.2239,31,203,234,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,21,No Holiday,Tuesday,Misty,0.58,0.5455,78.0,0.194,17,158,175,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,22,No Holiday,Tuesday,Misty,0.56,0.5303,83.0,0.194,27,120,147,Terlalu Lembab,weekdays
2011-10-11,Winter,2011,Oct,23,No Holiday,Tuesday,Misty,0.56,0.5303,83.0,0.2836,10,47,57,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,0,No Holiday,Wednesday,Misty,0.56,0.5303,83.0,0.1343,2,23,25,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,1,No Holiday,Wednesday,Light_rainsnow,0.56,0.5303,83.0,0.1343,2,8,10,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,2,No Holiday,Wednesday,Misty,0.56,0.5303,83.0,0.2836,0,2,2,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,3,No Holiday,Wednesday,Light_rainsnow,0.54,0.5152,94.0,0.2985,0,2,2,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,4,No Holiday,Wednesday,Light_rainsnow,0.54,0.5152,94.0,0.3881,1,6,7,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,5,No Holiday,Wednesday,Misty,0.54,0.5152,88.0,0.3284,0,22,22,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,6,No Holiday,Wednesday,Misty,0.54,0.5152,88.0,0.2537,5,107,112,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,7,No Holiday,Wednesday,Misty,0.54,0.5152,88.0,0.3881,15,244,259,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,8,No Holiday,Wednesday,Misty,0.54,0.5152,88.0,0.3881,27,377,404,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,9,No Holiday,Wednesday,Misty,0.54,0.5152,88.0,0.4478,14,183,197,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,10,No Holiday,Wednesday,Misty,0.54,0.5152,88.0,0.3881,15,98,113,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,11,No Holiday,Wednesday,Light_rainsnow,0.54,0.5152,94.0,0.3284,18,102,120,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,12,No Holiday,Wednesday,Light_rainsnow,0.54,0.5152,88.0,0.3284,9,53,62,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,13,No Holiday,Wednesday,Light_rainsnow,0.54,0.5152,88.0,0.2239,25,76,101,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,14,No Holiday,Wednesday,Light_rainsnow,0.54,0.5152,94.0,0.2836,8,70,78,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,15,No Holiday,Wednesday,Light_rainsnow,0.54,0.5152,94.0,0.2537,3,42,45,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,16,No Holiday,Wednesday,Misty,0.56,0.5303,88.0,0.2239,5,50,55,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,17,No Holiday,Wednesday,Light_rainsnow,0.54,0.5152,94.0,0.2239,16,235,251,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,18,No Holiday,Wednesday,Light_rainsnow,0.54,0.5152,94.0,0.1343,11,161,172,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,19,No Holiday,Wednesday,Light_rainsnow,0.54,0.5152,94.0,0.1343,7,102,109,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,20,No Holiday,Wednesday,Light_rainsnow,0.54,0.5152,94.0,0.1045,9,81,90,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,21,No Holiday,Wednesday,Light_rainsnow,0.54,0.5152,100.0,0.1045,9,74,83,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,22,No Holiday,Wednesday,Light_rainsnow,0.54,0.5152,94.0,0.0896,3,40,43,Terlalu Lembab,weekdays
2011-10-12,Winter,2011,Oct,23,No Holiday,Wednesday,Light_rainsnow,0.54,0.5152,94.0,0.0896,13,41,54,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,0,No Holiday,Thursday,Misty,0.54,0.5152,94.0,0.1343,1,14,15,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,1,No Holiday,Thursday,Misty,0.54,0.5152,94.0,0.0,3,9,12,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,2,No Holiday,Thursday,Misty,0.54,0.5152,94.0,0.0,0,4,4,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,3,No Holiday,Thursday,Misty,0.54,0.5152,100.0,0.194,2,4,6,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,4,No Holiday,Thursday,Misty,0.54,0.5152,100.0,0.1045,2,5,7,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,5,No Holiday,Thursday,Misty,0.54,0.5152,100.0,0.1045,1,16,17,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,6,No Holiday,Thursday,Light_rainsnow,0.54,0.5152,100.0,0.0896,1,51,52,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,7,No Holiday,Thursday,Light_rainsnow,0.54,0.5152,100.0,0.1343,5,76,81,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,8,No Holiday,Thursday,Light_rainsnow,0.54,0.5152,100.0,0.0896,10,199,209,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,9,No Holiday,Thursday,Light_rainsnow,0.56,0.5303,100.0,0.1045,3,106,109,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,10,No Holiday,Thursday,Light_rainsnow,0.56,0.5303,100.0,0.1343,16,53,69,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,11,No Holiday,Thursday,Misty,0.62,0.5758,83.0,0.0,8,76,84,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,12,No Holiday,Thursday,Misty,0.62,0.5606,88.0,0.0,10,95,105,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,13,No Holiday,Thursday,Misty,0.64,0.5758,83.0,0.1642,20,142,162,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,14,No Holiday,Thursday,Clear,0.66,0.6061,78.0,0.194,22,111,133,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,15,No Holiday,Thursday,Clear,0.66,0.6061,78.0,0.194,27,128,155,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,16,No Holiday,Thursday,Clear,0.66,0.6212,74.0,0.2239,36,240,276,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,17,No Holiday,Thursday,Light_rainsnow,0.62,0.5758,83.0,0.2537,47,432,479,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,18,No Holiday,Thursday,Light_rainsnow,0.62,0.5758,83.0,0.2537,20,248,268,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,19,No Holiday,Thursday,Misty,0.62,0.5758,83.0,0.1642,18,187,205,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,20,No Holiday,Thursday,Clear,0.62,0.5758,83.0,0.2836,15,166,181,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,21,No Holiday,Thursday,Clear,0.62,0.5758,83.0,0.194,8,115,123,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,22,No Holiday,Thursday,Clear,0.62,0.5758,83.0,0.194,13,101,114,Terlalu Lembab,weekdays
2011-10-13,Winter,2011,Oct,23,No Holiday,Thursday,Misty,0.58,0.5455,88.0,0.194,2,45,47,Terlalu Lembab,weekdays
2011-10-14,Winter,2011,Oct,0,No Holiday,Friday,Clear,0.58,0.5455,94.0,0.0896,10,29,39,Terlalu Lembab,weekdays
2011-10-14,Winter,2011,Oct,1,No Holiday,Friday,Clear,0.58,0.5455,94.0,0.1343,8,16,24,Terlalu Lembab,weekdays
2011-10-14,Winter,2011,Oct,2,No Holiday,Friday,Clear,0.56,0.5303,94.0,0.1642,0,6,6,Terlalu Lembab,weekdays
2011-10-14,Winter,2011,Oct,3,No Holiday,Friday,Clear,0.56,0.5303,94.0,0.1343,1,6,7,Terlalu Lembab,weekdays
2011-10-14,Winter,2011,Oct,4,No Holiday,Friday,Clear,0.56,0.5303,94.0,0.194,0,8,8,Terlalu Lembab,weekdays
2011-10-14,Winter,2011,Oct,5,No Holiday,Friday,Misty,0.56,0.5303,94.0,0.1642,0,17,17,Terlalu Lembab,weekdays
2011-10-14,Winter,2011,Oct,6,No Holiday,Friday,Light_rainsnow,0.56,0.5303,88.0,0.194,4,90,94,Terlalu Lembab,weekdays
2011-10-14,Winter,2011,Oct,7,No Holiday,Friday,Light_rainsnow,0.56,0.5303,88.0,0.194,10,137,147,Terlalu Lembab,weekdays
2011-10-14,Winter,2011,Oct,8,No Holiday,Friday,Misty,0.56,0.5303,90.0,0.1642,23,186,209,Terlalu Lembab,weekdays
2011-10-14,Winter,2011,Oct,9,No Holiday,Friday,Misty,0.56,0.5303,94.0,0.2239,16,164,180,Terlalu Lembab,weekdays
2011-10-14,Winter,2011,Oct,10,No Holiday,Friday,Light_rainsnow,0.54,0.5152,88.0,0.3582,17,108,125,Terlalu Lembab,weekdays
2011-10-14,Winter,2011,Oct,11,No Holiday,Friday,Light_rainsnow,0.52,0.5,88.0,0.1642,11,76,87,Terlalu Lembab,weekdays
2011-10-14,Winter,2011,Oct,12,No Holiday,Friday,Light_rainsnow,0.52,0.5,88.0,0.1642,13,62,75,Terlalu Lembab,weekdays
2011-10-14,Winter,2011,Oct,13,No Holiday,Friday,Clear,0.56,0.5303,73.0,0.3582,18,114,132,Terlalu Lembab,weekdays
2011-10-14,Winter,2011,Oct,14,No Holiday,Friday,Clear,0.62,0.6212,43.0,0.3582,37,119,156,Terlalu kering,weekdays
2011-10-14,Winter,2011,Oct,15,No Holiday,Friday,Clear,0.62,0.6212,43.0,0.2836,61,169,230,Terlalu kering,weekdays
2011-10-14,Winter,2011,Oct,16,No Holiday,Friday,Clear,0.6,0.6212,43.0,0.2239,80,264,344,Terlalu kering,weekdays
2011-10-14,Winter,2011,Oct,17,No Holiday,Friday,Clear,0.58,0.5455,46.0,0.4179,55,426,481,Ideal,weekdays
2011-10-14,Winter,2011,Oct,18,No Holiday,Friday,Clear,0.54,0.5152,39.0,0.2836,62,361,423,Terlalu kering,weekdays
2011-10-14,Winter,2011,Oct,19,No Holiday,Friday,Clear,0.54,0.5152,39.0,0.3284,27,221,248,Terlalu kering,weekdays
2011-10-14,Winter,2011,Oct,20,No Holiday,Friday,Clear,0.52,0.5,42.0,0.194,19,177,196,Terlalu kering,weekdays
2011-10-14,Winter,2011,Oct,21,No Holiday,Friday,Clear,0.5,0.4848,45.0,0.194,22,156,178,Ideal,weekdays
2011-10-14,Winter,2011,Oct,22,No Holiday,Friday,Clear,0.46,0.4545,59.0,0.2239,20,123,143,Ideal,weekdays
2011-10-14,Winter,2011,Oct,23,No Holiday,Friday,Clear,0.46,0.4545,59.0,0.1642,15,80,95,Ideal,weekdays
2011-10-15,Winter,2011,Oct,0,No Holiday,Saturday,Clear,0.46,0.4545,55.00000000000001,0.1045,18,88,106,Ideal,weekend
2011-10-15,Winter,2011,Oct,1,No Holiday,Saturday,Clear,0.46,0.4545,55.00000000000001,0.2537,9,64,73,Ideal,weekend
2011-10-15,Winter,2011,Oct,2,No Holiday,Saturday,Clear,0.46,0.4545,59.0,0.194,17,39,56,Ideal,weekend
2011-10-15,Winter,2011,Oct,3,No Holiday,Saturday,Clear,0.44,0.4394,62.0,0.194,5,18,23,Ideal,weekend
2011-10-15,Winter,2011,Oct,4,No Holiday,Saturday,Clear,0.42,0.4242,67.0,0.1343,0,6,6,Terlalu Lembab,weekend
2011-10-15,Winter,2011,Oct,5,No Holiday,Saturday,Clear,0.42,0.4242,71.0,0.1642,1,6,7,Terlalu Lembab,weekend
2011-10-15,Winter,2011,Oct,6,No Holiday,Saturday,Clear,0.4,0.4091,71.0,0.0,5,15,20,Terlalu Lembab,weekend
2011-10-15,Winter,2011,Oct,7,No Holiday,Saturday,Clear,0.4,0.4091,76.0,0.1045,17,40,57,Terlalu Lembab,weekend
2011-10-15,Winter,2011,Oct,8,No Holiday,Saturday,Clear,0.46,0.4545,59.0,0.2836,24,101,125,Ideal,weekend
2011-10-15,Winter,2011,Oct,9,No Holiday,Saturday,Clear,0.52,0.5,48.0,0.2985,50,157,207,Ideal,weekend
2011-10-15,Winter,2011,Oct,10,No Holiday,Saturday,Clear,0.54,0.5152,45.0,0.4478,115,207,322,Ideal,weekend
2011-10-15,Winter,2011,Oct,11,No Holiday,Saturday,Clear,0.56,0.5303,40.0,0.3881,153,221,374,Terlalu kering,weekend
2011-10-15,Winter,2011,Oct,12,No Holiday,Saturday,Clear,0.58,0.5455,35.0,0.5522,195,261,456,Terlalu kering,weekend
2011-10-15,Winter,2011,Oct,13,No Holiday,Saturday,Clear,0.6,0.6212,35.0,0.4627,171,223,394,Terlalu kering,weekend
2011-10-15,Winter,2011,Oct,14,No Holiday,Saturday,Clear,0.6,0.6212,33.0,0.4627,242,230,472,Terlalu kering,weekend
2011-10-15,Winter,2011,Oct,15,No Holiday,Saturday,Clear,0.62,0.6212,31.0,0.4925,166,211,377,Terlalu kering,weekend
2011-10-15,Winter,2011,Oct,16,No Holiday,Saturday,Clear,0.62,0.6212,28.999999999999996,0.3881,179,264,443,Terlalu kering,weekend
2011-10-15,Winter,2011,Oct,17,No Holiday,Saturday,Clear,0.58,0.5455,32.0,0.2836,177,264,441,Terlalu kering,weekend
2011-10-15,Winter,2011,Oct,18,No Holiday,Saturday,Clear,0.54,0.5152,39.0,0.194,121,251,372,Terlalu kering,weekend
2011-10-15,Winter,2011,Oct,19,No Holiday,Saturday,Clear,0.5,0.4848,51.0,0.1343,61,177,238,Ideal,weekend
2011-10-15,Winter,2011,Oct,20,No Holiday,Saturday,Clear,0.5,0.4848,48.0,0.1343,42,137,179,Ideal,weekend
2011-10-15,Winter,2011,Oct,21,No Holiday,Saturday,Clear,0.5,0.4848,42.0,0.2239,53,115,168,Terlalu kering,weekend
2011-10-15,Winter,2011,Oct,22,No Holiday,Saturday,Clear,0.5,0.4848,36.0,0.1343,45,121,166,Terlalu kering,weekend
2011-10-15,Winter,2011,Oct,23,No Holiday,Saturday,Clear,0.48,0.4697,41.0,0.1642,33,102,135,Terlalu kering,weekend
2011-10-16,Winter,2011,Oct,0,No Holiday,Sunday,Clear,0.46,0.4545,44.0,0.1343,22,85,107,Terlalu kering,weekend
2011-10-16,Winter,2011,Oct,1,No Holiday,Sunday,Clear,0.44,0.4394,47.0,0.1343,13,64,77,Ideal,weekend
2011-10-16,Winter,2011,Oct,2,No Holiday,Sunday,Clear,0.42,0.4242,54.0,0.1343,13,52,65,Ideal,weekend
2011-10-16,Winter,2011,Oct,3,No Holiday,Sunday,Clear,0.42,0.4242,54.0,0.1343,11,31,42,Ideal,weekend
2011-10-16,Winter,2011,Oct,4,No Holiday,Sunday,Clear,0.42,0.4242,54.0,0.194,5,7,12,Ideal,weekend
2011-10-16,Winter,2011,Oct,5,No Holiday,Sunday,Clear,0.42,0.4242,54.0,0.1642,1,6,7,Ideal,weekend
2011-10-16,Winter,2011,Oct,6,No Holiday,Sunday,Clear,0.38,0.3939,66.0,0.1642,3,7,10,Terlalu Lembab,weekend
2011-10-16,Winter,2011,Oct,7,No Holiday,Sunday,Clear,0.4,0.4091,62.0,0.1343,9,39,48,Ideal,weekend
2011-10-16,Winter,2011,Oct,8,No Holiday,Sunday,Clear,0.44,0.4394,62.0,0.194,28,71,99,Ideal,weekend
2011-10-16,Winter,2011,Oct,9,No Holiday,Sunday,Clear,0.5,0.4848,45.0,0.2239,39,151,190,Ideal,weekend
2011-10-16,Winter,2011,Oct,10,No Holiday,Sunday,Clear,0.54,0.5152,45.0,0.2537,121,226,347,Ideal,weekend
2011-10-16,Winter,2011,Oct,11,No Holiday,Sunday,Clear,0.56,0.5303,35.0,0.2836,159,218,377,Terlalu kering,weekend
2011-10-16,Winter,2011,Oct,12,No Holiday,Sunday,Clear,0.58,0.5455,35.0,0.2537,167,277,444,Terlalu kering,weekend
2011-10-16,Winter,2011,Oct,13,No Holiday,Sunday,Clear,0.6,0.6212,35.0,0.2985,169,269,438,Terlalu kering,weekend
2011-10-16,Winter,2011,Oct,14,No Holiday,Sunday,Clear,0.6,0.6212,40.0,0.2985,204,258,462,Terlalu kering,weekend
2011-10-16,Winter,2011,Oct,15,No Holiday,Sunday,Clear,0.62,0.6212,35.0,0.3881,182,230,412,Terlalu kering,weekend
2011-10-16,Winter,2011,Oct,16,No Holiday,Sunday,Clear,0.6,0.6212,46.0,0.3881,177,289,466,Ideal,weekend
2011-10-16,Winter,2011,Oct,17,No Holiday,Sunday,Clear,0.58,0.5455,49.0,0.4627,152,253,405,Ideal,weekend
2011-10-16,Winter,2011,Oct,18,No Holiday,Sunday,Clear,0.56,0.5303,49.0,0.4478,102,226,328,Ideal,weekend
2011-10-16,Winter,2011,Oct,19,No Holiday,Sunday,Clear,0.54,0.5152,52.0,0.3881,52,181,233,Ideal,weekend
2011-10-16,Winter,2011,Oct,20,No Holiday,Sunday,Clear,0.54,0.5152,52.0,0.4627,49,129,178,Ideal,weekend
2011-10-16,Winter,2011,Oct,21,No Holiday,Sunday,Clear,0.54,0.5152,52.0,0.3881,14,88,102,Ideal,weekend
2011-10-16,Winter,2011,Oct,22,No Holiday,Sunday,Clear,0.56,0.5303,49.0,0.4179,42,88,130,Ideal,weekend
2011-10-16,Winter,2011,Oct,23,No Holiday,Sunday,Clear,0.56,0.5303,52.0,0.4179,14,48,62,Ideal,weekend
2011-10-17,Winter,2011,Oct,0,No Holiday,Monday,Clear,0.54,0.5152,56.00000000000001,0.3284,12,25,37,Ideal,weekdays
2011-10-17,Winter,2011,Oct,1,No Holiday,Monday,Clear,0.56,0.5303,54.0,0.3881,2,15,17,Ideal,weekdays
2011-10-17,Winter,2011,Oct,2,No Holiday,Monday,Clear,0.56,0.5303,54.0,0.3881,4,3,7,Ideal,weekdays
2011-10-17,Winter,2011,Oct,3,No Holiday,Monday,Clear,0.56,0.5303,49.0,0.194,0,2,2,Ideal,weekdays
2011-10-17,Winter,2011,Oct,4,No Holiday,Monday,Clear,0.52,0.5,59.0,0.1642,2,3,5,Ideal,weekdays
2011-10-17,Winter,2011,Oct,5,No Holiday,Monday,Clear,0.5,0.4848,63.0,0.2985,1,28,29,Ideal,weekdays
2011-10-17,Winter,2011,Oct,6,No Holiday,Monday,Clear,0.5,0.4848,55.00000000000001,0.2537,7,107,114,Ideal,weekdays
2011-10-17,Winter,2011,Oct,7,No Holiday,Monday,Misty,0.5,0.4848,55.00000000000001,0.1642,10,299,309,Ideal,weekdays
2011-10-17,Winter,2011,Oct,8,No Holiday,Monday,Misty,0.5,0.4848,51.0,0.2537,33,381,414,Ideal,weekdays
2011-10-17,Winter,2011,Oct,9,No Holiday,Monday,Misty,0.5,0.4848,45.0,0.2836,26,180,206,Ideal,weekdays
2011-10-17,Winter,2011,Oct,10,No Holiday,Monday,Clear,0.52,0.5,45.0,0.1642,43,92,135,Ideal,weekdays
2011-10-17,Winter,2011,Oct,11,No Holiday,Monday,Clear,0.56,0.5303,43.0,0.0,35,131,166,Terlalu kering,weekdays
